Series,Year,Month,Adj Close
78,1986,7,0.06696927547454834
79,1986,7,0.06805815547704697
80,1986,7,0.06533601135015488
81,1986,7,0.06370270997285843
82,1986,7,0.060979943722486496
83,1986,7,0.059346623718738556
84,1986,7,0.060979943722486496
85,1986,7,0.06016329303383827
86,1986,7,0.060979943722486496
87,1986,7,0.06315764784812927
88,1986,7,0.06424713879823685
89,1986,7,0.06479158252477646
90,1986,7,0.06479158252477646
91,1986,7,0.06696927547454834
92,1986,7,0.06533601135015488
93,1986,7,0.06751371175050735
94,1986,7,0.06805815547704697
95,1986,7,0.06642486155033112
96,1986,7,0.06479158252477646
97,1986,7,0.06261318922042847
98,1986,7,0.062068790197372437
99,1986,8,0.06152436509728432
100,1986,8,0.06152436509728432
101,1986,8,0.060979943722486496
102,1986,8,0.06043548882007599
103,1986,8,0.05989109352231026
104,1986,8,0.06043548882007599
105,1986,8,0.06261318922042847
106,1986,8,0.06424713879823685
107,1986,8,0.06479158252477646
108,1986,8,0.06642486155033112
109,1986,8,0.06669706851243973
110,1986,8,0.0658804178237915
111,1986,8,0.0658804178237915
112,1986,8,0.06533601135015488
113,1986,8,0.06533601135015488
114,1986,8,0.06424713879823685
115,1986,8,0.06424713879823685
116,1986,8,0.06370270997285843
117,1986,8,0.06370270997285843
118,1986,8,0.06370270997285843
119,1986,8,0.062068790197372437
120,1986,9,0.06043548882007599
121,1986,9,0.05880224332213402
122,1986,9,0.06370270997285843
123,1986,9,0.06642486155033112
124,1986,9,0.0658804178237915
125,1986,9,0.06696927547454834
126,1986,9,0.0658804178237915
127,1986,9,0.06315764784812927
128,1986,9,0.06152436509728432
129,1986,9,0.06261318922042847
130,1986,9,0.06261318922042847
131,1986,9,0.06424713879823685
132,1986,9,0.06479158252477646
133,1986,9,0.06479158252477646
134,1986,9,0.06424713879823685
135,1986,9,0.06533601135015488
136,1986,9,0.06451936066150665
137,1986,9,0.06315764784812927
138,1986,9,0.06315764784812927
139,1986,9,0.06152436509728432
140,1986,9,0.06152436509728432
141,1986,10,0.060979943722486496
142,1986,10,0.060979943722486496
143,1986,10,0.06152436509728432
144,1986,10,0.06642486155033112
145,1986,10,0.06778593361377716
146,1986,10,0.06969145685434341
147,1986,10,0.07186915725469589
148,1986,10,0.07513635605573654
149,1986,10,0.07186915725469589
150,1986,10,0.07295801490545273
151,1986,10,0.07622520625591278
152,1986,10,0.07622520625591278
153,1986,10,0.07840294390916824
154,1986,10,0.07894737273454666
155,1986,10,0.08221393078565598
156,1986,10,0.08221393078565598
157,1986,10,0.08221393078565598
158,1986,10,0.08166953176259995
159,1986,10,0.08439231663942337
160,1986,10,0.08629779517650604
161,1986,10,0.08384788036346436
162,1986,10,0.08548116683959961
163,1986,10,0.08439231663942337
164,1986,11,0.08602560311555862
165,1986,11,0.08929216861724854
166,1986,11,0.09473711997270584
167,1986,11,0.09691482782363892
168,1986,11,0.0963704064488411
169,1986,11,0.09255877137184143
170,1986,11,0.09310382604598999
171,1986,11,0.09310382604598999
172,1986,11,0.09174211323261261
173,1986,11,0.09255877137184143
174,1986,11,0.09310382604598999
175,1986,11,0.0882032960653305
176,1986,11,0.0914698988199234
177,1986,11,0.09854809194803238
178,1986,11,0.10181469470262527
179,1986,11,0.10998176038265228
180,1986,11,0.11107060313224792
181,1986,11,0.10998176038265228
182,1986,11,0.10834850370883942
183,1986,12,0.10617079585790634
184,1986,12,0.10671520233154297
185,1986,12,0.10589853674173355
186,1986,12,0.107259601354599
187,1986,12,0.10671520233154297
188,1986,12,0.10562635213136673
189,1986,12,0.10508193075656891
190,1986,12,0.10589853674173355
191,1986,12,0.10671520233154297
192,1986,12,0.10290412604808807
193,1986,12,0.10018140822649002
194,1986,12,0.10127028077840805
195,1986,12,0.10235915333032608
196,1986,12,0.10317641496658325
197,1986,12,0.10562635213136673
198,1986,12,0.10671520233154297
199,1986,12,0.1078040823340416
200,1986,12,0.10753186792135239
201,1986,12,0.107259601354599
202,1986,12,0.10290412604808807
203,1986,12,0.1039930209517479
204,1986,12,0.10508193075656891
205,1987,1,0.1039930209517479
206,1987,1,0.10998176038265228
207,1987,1,0.11161506921052933
208,1987,1,0.11760448664426804
209,1987,1,0.12141543626785278
210,1987,1,0.12631596624851227
211,1987,1,0.13448300957679749
212,1987,1,0.13067135214805603
213,1987,1,0.13067135214805603
214,1987,1,0.1377495676279068
215,1987,1,0.13448300957679749
216,1987,1,0.13938291370868683
217,1987,1,0.14156058430671692
218,1987,1,0.14754997193813324
219,1987,1,0.1622508317232132
220,1987,1,0.1470055878162384
221,1987,1,0.14972762763500214
222,1987,1,0.15571704506874084
223,1987,1,0.15626142919063568
224,1987,1,0.14972762763500214
225,1987,1,0.15925580263137817
226,1987,2,0.15898364782333374
227,1987,2,0.15626142919063568
228,1987,2,0.1568058878183365
229,1987,2,0.15571704506874084
230,1987,2,0.1499999463558197
231,1987,2,0.14863881468772888
232,1987,2,0.1491832435131073
233,1987,2,0.15626142919063568
234,1987,2,0.16715073585510254
235,1987,2,0.1655174195766449
236,1987,2,0.16660624742507935
237,1987,2,0.15626142919063568
238,1987,2,0.14972762763500214
239,1987,2,0.14809435606002808
240,1987,2,0.15735027194023132
241,1987,2,0.16497300565242767
242,1987,2,0.1622508317232132
243,1987,2,0.1682395488023758
244,1987,2,0.16715073585510254
245,1987,3,0.1622508317232132
246,1987,3,0.1622508317232132
247,1987,3,0.1736844778060913
248,1987,3,0.1818515509366989
249,1987,3,0.18130719661712646
250,1987,3,0.17803995311260223
251,1987,3,0.18348479270935059
252,1987,3,0.18620695173740387
253,1987,3,0.18702362477779388
254,1987,3,0.1802176535129547
255,1987,3,0.17912878096103668
256,1987,3,0.185118168592453
257,1987,3,0.19491851329803467
258,1987,3,0.1987295001745224
259,1987,3,0.19655179977416992
260,1987,3,0.19519075751304626
261,1987,3,0.19655179977416992
262,1987,3,0.19573518633842468
263,1987,3,0.19437402486801147
264,1987,3,0.19981834292411804
265,1987,3,0.21070820093154907
266,1987,3,0.21070820093154907
267,1987,4,0.19818508625030518
268,1987,4,0.20689654350280762
269,1987,4,0.21724139153957367
270,1987,4,0.21615253388881683
271,1987,4,0.20471882820129395
272,1987,4,0.21070820093154907
273,1987,4,0.20689654350280762
274,1987,4,0.20825766026973724
275,1987,4,0.2014523148536682
276,1987,4,0.20471882820129395
277,1987,4,0.20907431840896606
278,1987,4,0.214519202709198
279,1987,4,0.20852987468242645
280,1987,4,0.2117970734834671
281,1987,4,0.214519202709198
282,1987,4,0.214519202709198
283,1987,4,0.2156081646680832
284,1987,4,0.2156081646680832
285,1987,4,0.2313978374004364
286,1987,4,0.2248639613389969
287,1987,4,0.2264973223209381
288,1987,5,0.22867505252361298
289,1987,5,0.23303112387657166
290,1987,5,0.2520875036716461
291,1987,5,0.2460981011390686
292,1987,5,0.2575317621231079
293,1987,5,0.2754991352558136
294,1987,5,0.2678764760494232
295,1987,5,0.25862058997154236
296,1987,5,0.26515433192253113
297,1987,5,0.26733195781707764
298,1987,5,0.2597099542617798
299,1987,5,0.2509985864162445
300,1987,5,0.2422870695590973
301,1987,5,0.23847538232803345
302,1987,5,0.24283134937286377
303,1987,5,0.23575326800346375
304,1987,5,0.23847538232803345
305,1987,5,0.23847538232803345
306,1987,5,0.25317633152008057
307,1987,5,0.2509985864162445
308,1987,6,0.2460981011390686
309,1987,6,0.24500924348831177
310,1987,6,0.24664252996444702
311,1987,6,0.24500924348831177
312,1987,6,0.2379308044910431
313,1987,6,0.2390197068452835
314,1987,6,0.23738649487495422
315,1987,6,0.22540847957134247
316,1987,6,0.21234159171581268
317,1987,6,0.21397486329078674
318,1987,6,0.21397486329078674
319,1987,6,0.21833021938800812
320,1987,6,0.22595283389091492
321,1987,6,0.22840279340744019
322,1987,6,0.22758617997169495
323,1987,6,0.22595283389091492
324,1987,6,0.223775252699852
325,1987,6,0.22813060879707336
326,1987,6,0.22758617997169495
327,1987,6,0.22813060879707336
328,1987,6,0.22704178094863892
329,1987,6,0.22214186191558838
330,1987,7,0.2232307493686676
331,1987,7,0.21778568625450134
332,1987,7,0.21234159171581268
333,1987,7,0.19655179977416992
334,1987,7,0.20308567583560944
335,1987,7,0.20852987468242645
336,1987,7,0.21125270426273346
337,1987,7,0.21615253388881683
338,1987,7,0.22867505252361298
339,1987,7,0.22268635034561157
340,1987,7,0.22214186191558838
341,1987,7,0.22268635034561157
342,1987,7,0.21669700741767883
343,1987,7,0.21615253388881683
344,1987,7,0.21778568625450134
345,1987,7,0.21288594603538513
346,1987,7,0.214519202709198
347,1987,7,0.21724139153957367
348,1987,7,0.21669700741767883
349,1987,7,0.21615253388881683
350,1987,7,0.21125270426273346
351,1987,7,0.20471882820129395
352,1987,8,0.19981834292411804
353,1987,8,0.20417450368404388
354,1987,8,0.2117970734834671
355,1987,8,0.21996352076530457
356,1987,8,0.22540847957134247
357,1987,8,0.22540847957134247
358,1987,8,0.22105300426483154
359,1987,8,0.21778568625450134
360,1987,8,0.22431950271129608
361,1987,8,0.22540847957134247
362,1987,8,0.22704178094863892
363,1987,8,0.2232307493686676
364,1987,8,0.2232307493686676
365,1987,8,0.22921955585479736
366,1987,8,0.23303112387657166
367,1987,8,0.24337588250637054
368,1987,8,0.24990975856781006
369,1987,8,0.2515430450439453
370,1987,8,0.2520875036716461
371,1987,8,0.2618878185749054
372,1987,8,0.25862058997154236
373,1987,9,0.24718694388866425
374,1987,9,0.2504541575908661
375,1987,9,0.2509985864162445
376,1987,9,0.24392038583755493
377,1987,9,0.24283134937286377
378,1987,9,0.24555358290672302
379,1987,9,0.24936455488204956
380,1987,9,0.25317633152008057
381,1987,9,0.2597099542617798
382,1987,9,0.2567150294780731
383,1987,9,0.254265159368515
384,1987,9,0.25263193249702454
385,1987,9,0.2504541575908661
386,1987,9,0.23303112387657166
387,1987,9,0.24936455488204956
388,1987,9,0.2624322175979614
389,1987,9,0.2667876183986664
390,1987,9,0.2700548470020294
391,1987,9,0.27876582741737366
392,1987,9,0.27985525131225586
393,1987,9,0.28856605291366577
394,1987,10,0.2983664870262146
395,1987,10,0.31578949093818665
396,1987,10,0.34410175681114197
397,1987,10,0.3212345242500305
398,1987,10,0.3179672956466675
399,1987,10,0.313611775636673
400,1987,10,0.31252285838127136
401,1987,10,0.3114340901374817
402,1987,10,0.31905651092529297
403,1987,10,0.3103451728820801
404,1987,10,0.30707812309265137
405,1987,10,0.2820330262184143
406,1987,10,0.19709618389606476
407,1987,10,0.20907431840896606
408,1987,10,0.24664252996444702
409,1987,10,0.2319422960281372
410,1987,10,0.21016322076320648
411,1987,10,0.17096169292926788
412,1987,10,0.1796731799840927
413,1987,10,0.1796731799840927
414,1987,10,0.207985520362854
415,1987,10,0.21669700741767883
416,1987,11,0.21887464821338654
417,1987,11,0.20907431840896606
418,1987,11,0.21234159171581268
419,1987,11,0.21996352076530457
420,1987,11,0.20689654350280762
421,1987,11,0.20471882820129395
422,1987,11,0.20471882820129395
423,1987,11,0.21343040466308594
424,1987,11,0.21778568625450134
425,1987,11,0.21016322076320648
426,1987,11,0.207985520362854
427,1987,11,0.2036300003528595
428,1987,11,0.20907431840896606
429,1987,11,0.2014523148536682
430,1987,11,0.20689654350280762
431,1987,11,0.207985520362854
432,1987,11,0.20689654350280762
433,1987,11,0.20036281645298004
434,1987,11,0.19709618389606476
435,1987,11,0.19491851329803467
436,1987,12,0.19056245684623718
437,1987,12,0.19165191054344177
438,1987,12,0.17586219310760498
439,1987,12,0.18294039368629456
440,1987,12,0.1883847564458847
441,1987,12,0.20689654350280762
442,1987,12,0.2014523148536682
443,1987,12,0.20689654350280762
444,1987,12,0.20907431840896606
445,1987,12,0.22105300426483154
446,1987,12,0.2232307493686676
447,1987,12,0.23629777133464813
448,1987,12,0.2264973223209381
449,1987,12,0.2264973223209381
450,1987,12,0.22431950271129608
451,1987,12,0.22867505252361298
452,1987,12,0.2319422960281372
453,1987,12,0.2319422960281372
454,1987,12,0.2232307493686676
455,1987,12,0.23738649487495422
456,1987,12,0.24283134937286377
457,1987,12,0.23629777133464813
458,1988,1,0.24392038583755493
459,1988,1,0.24827583134174347
460,1988,1,0.25480958819389343
461,1988,1,0.26352113485336304
462,1988,1,0.24392038583755493
463,1988,1,0.2520875036716461
464,1988,1,0.24718694388866425
465,1988,1,0.24718694388866425
466,1988,1,0.24500924348831177
467,1988,1,0.2515430450439453
468,1988,1,0.24936455488204956
469,1988,1,0.24936455488204956
470,1988,1,0.23520897328853607
471,1988,1,0.23956437408924103
472,1988,1,0.23466439545154572
473,1988,1,0.24283134937286377
474,1988,1,0.23738649487495422
475,1988,1,0.24283134937286377
476,1988,1,0.2460981011390686
477,1988,1,0.24283134937286377
478,1988,2,0.2406538426876068
479,1988,2,0.24283134937286377
480,1988,2,0.229763925075531
481,1988,2,0.22214186191558838
482,1988,2,0.22431950271129608
483,1988,2,0.22540847957134247
484,1988,2,0.229763925075531
485,1988,2,0.23411989212036133
486,1988,2,0.23847538232803345
487,1988,2,0.2406538426876068
488,1988,2,0.2504541575908661
489,1988,2,0.2504541575908661
490,1988,2,0.25263193249702454
491,1988,2,0.25589844584465027
492,1988,2,0.25589844584465027
493,1988,2,0.259164959192276
494,1988,2,0.2607989013195038
495,1988,2,0.25317633152008057
496,1988,2,0.2537207305431366
497,1988,2,0.25862058997154236
498,1988,3,0.2569873034954071
499,1988,3,0.259164959192276
500,1988,3,0.26569879055023193
501,1988,3,0.2646099328994751
502,1988,3,0.2727770209312439
503,1988,3,0.27822133898735046
504,1988,3,0.27876582741737366
505,1988,3,0.2733215093612671
506,1988,3,0.27223262190818787
507,1988,3,0.27713239192962646
508,1988,3,0.27223262190818787
509,1988,3,0.2820330262184143
510,1988,3,0.27822133898735046
511,1988,3,0.2537207305431366
512,1988,3,0.25589844584465027
513,1988,3,0.2624322175979614
514,1988,3,0.2569873034954071
515,1988,3,0.2460981011390686
516,1988,3,0.24446478486061096
517,1988,3,0.24773134291172028
518,1988,3,0.2460981011390686
519,1988,3,0.23847538232803345
520,1988,3,0.2460981011390686
521,1988,4,0.2406538426876068
522,1988,4,0.24392038583755493
523,1988,4,0.25317633152008057
524,1988,4,0.24936455488204956
525,1988,4,0.25263193249702454
526,1988,4,0.2504541575908661
527,1988,4,0.24283134937286377
528,1988,4,0.24827583134174347
529,1988,4,0.2308533489704132
530,1988,4,0.23629777133464813
531,1988,4,0.23847538232803345
532,1988,4,0.23629777133464813
533,1988,4,0.23738649487495422
534,1988,4,0.236842080950737
535,1988,4,0.2406538426876068
536,1988,4,0.24010927975177765
537,1988,4,0.24283134937286377
538,1988,4,0.24174267053604126
539,1988,4,0.2411981076002121
540,1988,4,0.23738649487495422
541,1988,5,0.23956437408924103
542,1988,5,0.2460981011390686
543,1988,5,0.24882031977176666
544,1988,5,0.24827583134174347
545,1988,5,0.24936455488204956
546,1988,5,0.24936455488204956
547,1988,5,0.24827583134174347
548,1988,5,0.24283134937286377
549,1988,5,0.24392038583755493
550,1988,5,0.24718694388866425
551,1988,5,0.2537207305431366
552,1988,5,0.25263193249702454
553,1988,5,0.24718694388866425
554,1988,5,0.24827583134174347
555,1988,5,0.24500924348831177
556,1988,5,0.23956437408924103
557,1988,5,0.24718694388866425
558,1988,5,0.24283134937286377
559,1988,5,0.24446478486061096
560,1988,5,0.24174267053604126
561,1988,5,0.25263193249702454
562,1988,6,0.258076012134552
563,1988,6,0.2569873034954071
564,1988,6,0.259164959192276
565,1988,6,0.2646099328994751
566,1988,6,0.26569879055023193
567,1988,6,0.2700548470020294
568,1988,6,0.26896533370018005
569,1988,6,0.27114373445510864
570,1988,6,0.27168816328048706
571,1988,6,0.27441030740737915
572,1988,6,0.27876582741737366
573,1988,6,0.2765880227088928
574,1988,6,0.27441030740737915
575,1988,6,0.2733215093612671
576,1988,6,0.27876582741737366
577,1988,6,0.29183337092399597
578,1988,6,0.2874773442745209
579,1988,6,0.2842106223106384
580,1988,6,0.27876582741737366
581,1988,6,0.28638845682144165
582,1988,6,0.28638845682144165
583,1988,6,0.29183337092399597
584,1988,7,0.29618871212005615
585,1988,7,0.3032669723033905
586,1988,7,0.2994559109210968
587,1988,7,0.2994559109210968
588,1988,7,0.2983664870262146
589,1988,7,0.29074448347091675
590,1988,7,0.28584393858909607
591,1988,7,0.29074448347091675
592,1988,7,0.29183337092399597
593,1988,7,0.29183337092399597
594,1988,7,0.2940111756324768
595,1988,7,0.2874773442745209
596,1988,7,0.27876582741737366
597,1988,7,0.26569879055023193
598,1988,7,0.26896533370018005
599,1988,7,0.26352113485336304
600,1988,7,0.25263193249702454
601,1988,7,0.2509985864162445
602,1988,7,0.2537207305431366
603,1988,7,0.259164959192276
604,1988,8,0.25480958819389343
605,1988,8,0.2504541575908661
606,1988,8,0.24500924348831177
607,1988,8,0.24174267053604126
608,1988,8,0.23303112387657166
609,1988,8,0.2319422960281372
610,1988,8,0.22540847957134247
611,1988,8,0.21996352076530457
612,1988,8,0.22540847957134247
613,1988,8,0.2264973223209381
614,1988,8,0.22105300426483154
615,1988,8,0.22867505252361298
616,1988,8,0.22867505252361298
617,1988,8,0.229763925075531
618,1988,8,0.21996352076530457
619,1988,8,0.20907431840896606
620,1988,8,0.21506373584270477
621,1988,8,0.22431950271129608
622,1988,8,0.22105300426483154
623,1988,8,0.223775252699852
624,1988,8,0.22704178094863892
625,1988,8,0.2232307493686676
626,1988,8,0.21778568625450134
627,1988,9,0.21288594603538513
628,1988,9,0.22431950271129608
629,1988,9,0.2264973223209381
630,1988,9,0.22540847957134247
631,1988,9,0.2264973223209381
632,1988,9,0.23520897328853607
633,1988,9,0.23411989212036133
634,1988,9,0.23520897328853607
635,1988,9,0.23520897328853607
636,1988,9,0.22758617997169495
637,1988,9,0.2264973223209381
638,1988,9,0.22540847957134247
639,1988,9,0.2319422960281372
640,1988,9,0.23411989212036133
641,1988,9,0.23738649487495422
642,1988,9,0.23411989212036133
643,1988,9,0.22813060879707336
644,1988,9,0.2264973223209381
645,1988,9,0.2308533489704132
646,1988,9,0.2308533489704132
647,1988,9,0.22758617997169495
648,1988,10,0.223775252699852
649,1988,10,0.22268635034561157
650,1988,10,0.21887464821338654
651,1988,10,0.21778568625450134
652,1988,10,0.21669700741767883
653,1988,10,0.214519202709198
654,1988,10,0.21669700741767883
655,1988,10,0.2205086201429367
656,1988,10,0.22431950271129608
657,1988,10,0.2232307493686676
658,1988,10,0.2264973223209381
659,1988,10,0.22867505252361298
660,1988,10,0.2319422960281372
661,1988,10,0.23303112387657166
662,1988,10,0.2308533489704132
663,1988,10,0.2264973223209381
664,1988,10,0.21996352076530457
665,1988,10,0.21669700741767883
666,1988,10,0.2156081646680832
667,1988,10,0.2156081646680832
668,1988,10,0.21343040466308594
669,1988,11,0.21234159171581268
670,1988,11,0.20580780506134033
671,1988,11,0.20580780506134033
672,1988,11,0.20254123210906982
673,1988,11,0.2036300003528595
674,1988,11,0.2117970734834671
675,1988,11,0.21669700741767883
676,1988,11,0.21343040466308594
677,1988,11,0.20744112133979797
678,1988,11,0.21125270426273346
679,1988,11,0.20471882820129395
680,1988,11,0.2014523148536682
681,1988,11,0.20036281645298004
682,1988,11,0.20308567583560944
683,1988,11,0.20036281645298004
684,1988,11,0.20036281645298004
685,1988,11,0.20417450368404388
686,1988,11,0.20199674367904663
687,1988,11,0.20471882820129395
688,1988,11,0.20689654350280762
689,1988,11,0.20580780506134033
690,1988,12,0.21343040466308594
691,1988,12,0.21669700741767883
692,1988,12,0.2156081646680832
693,1988,12,0.21669700741767883
694,1988,12,0.214519202709198
695,1988,12,0.21343040466308594
696,1988,12,0.21343040466308594
697,1988,12,0.20635223388671875
698,1988,12,0.207985520362854
699,1988,12,0.21070820093154907
700,1988,12,0.21343040466308594
701,1988,12,0.21669700741767883
702,1988,12,0.22105300426483154
703,1988,12,0.2232307493686676
704,1988,12,0.22758617997169495
705,1988,12,0.2264973223209381
706,1988,12,0.2264973223209381
707,1988,12,0.22540847957134247
708,1988,12,0.22758617997169495
709,1988,12,0.2319422960281372
710,1988,12,0.2319422960281372
711,1989,1,0.23357564210891724
712,1989,1,0.23629777133464813
713,1989,1,0.23248672485351562
714,1989,1,0.2308533489704132
715,1989,1,0.22867505252361298
716,1989,1,0.2264973223209381
717,1989,1,0.22867505252361298
718,1989,1,0.22867505252361298
719,1989,1,0.2308533489704132
720,1989,1,0.2313978374004364
721,1989,1,0.22431950271129608
722,1989,1,0.22431950271129608
723,1989,1,0.23303112387657166
724,1989,1,0.23575326800346375
725,1989,1,0.2308533489704132
726,1989,1,0.229763925075531
727,1989,1,0.2308533489704132
728,1989,1,0.23629777133464813
729,1989,1,0.2411981076002121
730,1989,1,0.25480958819389343
731,1989,1,0.2597099542617798
732,1989,2,0.258076012134552
733,1989,2,0.26515433192253113
734,1989,2,0.26569879055023193
735,1989,2,0.26352113485336304
736,1989,2,0.2705993354320526
737,1989,2,0.27223262190818787
738,1989,2,0.2776769697666168
739,1989,2,0.2695104777812958
740,1989,2,0.2667876183986664
741,1989,2,0.2624322175979614
742,1989,2,0.27114373445510864
743,1989,2,0.2733215093612671
744,1989,2,0.27223262190818787
745,1989,2,0.26896533370018005
746,1989,2,0.26134341955184937
747,1989,2,0.26297658681869507
748,1989,2,0.25589844584465027
749,1989,2,0.26025456190109253
750,1989,2,0.259164959192276
751,1989,3,0.258076012134552
752,1989,3,0.2646099328994751
753,1989,3,0.26896533370018005
754,1989,3,0.2700548470020294
755,1989,3,0.23303112387657166
756,1989,3,0.22867505252361298
757,1989,3,0.22540847957134247
758,1989,3,0.22540847957134247
759,1989,3,0.229763925075531
760,1989,3,0.229763925075531
761,1989,3,0.21887464821338654
762,1989,3,0.2232307493686676
763,1989,3,0.20254123210906982
764,1989,3,0.20254123210906982
765,1989,3,0.21724139153957367
766,1989,3,0.21343040466308594
767,1989,3,0.21887464821338654
768,1989,3,0.21669700741767883
769,1989,3,0.21669700741767883
770,1989,3,0.2156081646680832
771,1989,3,0.21724139153957367
772,1989,3,0.21724139153957367
773,1989,4,0.21887464821338654
774,1989,4,0.21778568625450134
775,1989,4,0.2194191962480545
776,1989,4,0.2232307493686676
777,1989,4,0.2232307493686676
778,1989,4,0.223775252699852
779,1989,4,0.223775252699852
780,1989,4,0.20961876213550568
781,1989,4,0.21234159171581268
782,1989,4,0.22105300426483154
783,1989,4,0.22431950271129608
784,1989,4,0.2319422960281372
785,1989,4,0.2390197068452835
786,1989,4,0.24392038583755493
787,1989,4,0.2406538426876068
788,1989,4,0.24010927975177765
789,1989,4,0.23847538232803345
790,1989,4,0.23520897328853607
791,1989,4,0.23847538232803345
792,1989,4,0.24337588250637054
793,1989,5,0.2379308044910431
794,1989,5,0.23520897328853607
795,1989,5,0.23520897328853607
796,1989,5,0.22867505252361298
797,1989,5,0.2264973223209381
798,1989,5,0.22431950271129608
799,1989,5,0.2308533489704132
800,1989,5,0.23520897328853607
801,1989,5,0.23520897328853607
802,1989,5,0.23629777133464813
803,1989,5,0.23847538232803345
804,1989,5,0.24500924348831177
805,1989,5,0.24990975856781006
806,1989,5,0.2537207305431366
807,1989,5,0.2537207305431366
808,1989,5,0.258076012134552
809,1989,5,0.24664252996444702
810,1989,5,0.2504541575908661
811,1989,5,0.2504541575908661
812,1989,5,0.2564429044723511
813,1989,5,0.2569873034954071
814,1989,5,0.26352113485336304
815,1989,6,0.26134341955184937
816,1989,6,0.2537207305431366
817,1989,6,0.24718694388866425
818,1989,6,0.25480958819389343
819,1989,6,0.26025456190109253
820,1989,6,0.26025456190109253
821,1989,6,0.26025456190109253
822,1989,6,0.2569873034954071
823,1989,6,0.24936455488204956
824,1989,6,0.2515430450439453
825,1989,6,0.24718694388866425
826,1989,6,0.24718694388866425
827,1989,6,0.2460981011390686
828,1989,6,0.23738649487495422
829,1989,6,0.23956437408924103
830,1989,6,0.24174267053604126
831,1989,6,0.2411981076002121
832,1989,6,0.23847538232803345
833,1989,6,0.23466439545154572
834,1989,6,0.229763925075531
835,1989,6,0.2264973223209381
836,1989,6,0.2308533489704132
837,1989,7,0.23520897328853607
838,1989,7,0.2406538426876068
839,1989,7,0.229763925075531
840,1989,7,0.23303112387657166
841,1989,7,0.2390197068452835
842,1989,7,0.23303112387657166
843,1989,7,0.2319422960281372
844,1989,7,0.2308533489704132
845,1989,7,0.229763925075531
846,1989,7,0.2319422960281372
847,1989,7,0.23303112387657166
848,1989,7,0.23575326800346375
849,1989,7,0.23303112387657166
850,1989,7,0.2406538426876068
851,1989,7,0.2406538426876068
852,1989,7,0.2264973223209381
853,1989,7,0.229763925075531
854,1989,7,0.23411989212036133
855,1989,7,0.23629777133464813
856,1989,7,0.23847538232803345
857,1989,8,0.23629777133464813
858,1989,8,0.23629777133464813
859,1989,8,0.23956437408924103
860,1989,8,0.24827583134174347
861,1989,8,0.2515430450439453
862,1989,8,0.2569873034954071
863,1989,8,0.25589844584465027
864,1989,8,0.25480958819389343
865,1989,8,0.2515430450439453
866,1989,8,0.24827583134174347
867,1989,8,0.2504541575908661
868,1989,8,0.24337588250637054
869,1989,8,0.2460981011390686
870,1989,8,0.2504541575908661
871,1989,8,0.24446478486061096
872,1989,8,0.254265159368515
873,1989,8,0.258076012134552
874,1989,8,0.2569873034954071
875,1989,8,0.2564429044723511
